text,star
너무 재밌어요. 이런 영화 더 보고싶단 생각 안드는데 더 보고싶네요,1
진짜 노잼이었다 억지 유머코드인가 아니면 내가 이상한건가 극장가서 보기는 아까운 영홛ㄱㆍ,0
첨부터 끝까지 재밌었음ㅋㅋㅋ잘보고왔당!,1
이게뭔가 정말... 내 인생에 본 영화중 최악,0
편안하게  웃으며  봤어요. 진선규  배우님  연기  잘하시네요.,1
너무재밌어서 소름이끼침,0
생각없이 보기에 재밌던 영화,1
"너무 재밌었어요.보기전에 한국 특유의 억지웃음 영화라는 말 듣고걱정하면서 봤는데 개뿔, 레알 웃기고 재밌습니다 ㅋㅋ중간에 조금 지루하고, 약간의 과한 전개가 있지만, 그걸 넘어서는 유쾌함이 있었습니다.나중에 iptv 결재 나오면 또 보려구요ㅎ",1
우와 ~ 어제 개봉한 날에 봤는뎅~대연CGV에서 인랑 재밌었습니다.,1
나 알바 아님. 영화 전개 기법은 신선했으나 내용은 그닥,1
짱!짱!짱!짱!잼 안죽어 안죽어 ㅋ,1
마지막 씬이 재밌었당 중간엔 좀 루즈했지만,1
어제 보고왔어요!땀 날 정도로 웃고 왔네여! 대사들도 배우연기들도 디테일하게 웃겨요! 유치할수도 있는장면도 세련되게 웃겨요!대박 잘 만든 코미디영화예엿!,1
너무 재밌고 배우들 연기력도 장난 아님2시간동안 엄청 웃고 가요 ㅎㅎ,1
이 정도로 저평가될 영화는 아닌데 안타깝다...,1
역시 강동원! 그리고 역시 정우성!,1
"ㅆㄹ ㄱ 영화, 인정함. 모두들 보지 말라고 할 때 보지 말았어야 하는데..",0
쉴새없이 웃음포인트가 있네요! 아무생각안나는 영화를 보고싶었는데 딱 이 영화입니다. 일부러 메시지 전달하려는 영화보다 훨씬 좋은것 같아요.,1
처음부터끝까지웃다가나왔네요,1
정말..  대박 대박 대박입니다~~ 넘 재미있게 쉴새없이 웃으면서 봤어요~~~  적극 추천합니당~~,1
볼생각 인랑 하지마세요,0
류승룡 코믹연기 압권입니다. 형사 짤리고 퇴직금도 날려먹은 후에 부인과 얼싸안고 우는 장면은 괭장히 슬픈 장면인데도 관객 여기저기서 터져나오는 웃음소리(물론 저도 왜그렇게 웃긴지... )에서 타고난 코믹배우라는 느낌을 받았어요. 영화 재밌습니다.,1
너무 저평가받았다. 언제가는 재발견될 수작,1
강동원 나오는건 믿고 걸러야지 에효,0
아.... 이걸 영화라고 봤다니!,0
너무 웃김 이거 재미없다고 하는사람은 이해가 안됨,1
영화 보기전에 노잼 소리 듣고 기대 안하고 봐서 그런지...막 리얼정도는 아니였음..,0
재밌게 봤습니다. 다만 영화가 좀 늘어지는 느낌이 ..,1
간만억 스트레스 날리고 아무생각없이 웃다 왔어요^^,1
끝까지 웃겼고 한국영화  진짜 오랜인데 ㄹㅇ 성공적이다 유승룡씨는 염력의 악몽에서 벗어난걸 축하드리고싶다,1
오랜만에 재밋엇네ㅋㅋㅋ,1
간만에 진짜 재미있는 영화를 보고왔다는 느낌입니다. 억지웃음이 아니라 자연스럽게 빵빵 터지는것이 지금까지 영화관에서 제일 많이 웃다가 나온듯ㅋㅋㅋ,1
넘 재미없음... 초등생이 보면 딱 맞는 영화임.... 경찰 조폭 마약 폭력 억지로 웃기기등등,0
간만에 웃다가 정신못차림.기대없이 보면 시간 잘가는 영화,1
나의 추억을 딸과 나눌수 있어서 행복했던 영화,1
시간가는줄 모르고 웃고만 왔습니다 다시 한번 더 보고 싶네요 ㅋㅋㅋ,1
진짜 오랜만에 이렇게 웃긴 영화 본 듯ㅋㅋ베테랑 느낌났다 ㄹㅇ 고민하시는 분들 제발 보세요 천만찍었음 좋겠다 ㅠㅠ,1
김지운씨 도대체 왜 이러는데?,0
개꿀개꿀개꿀개꿀개꿀,1
"몰빵 넣은 요소들은 딱히 흠잡을게 없어 보이는데, 나머지 부분들은 하나같이 안타까울 따름이다. 캐릭터들은 대체로 굳이 존재할 필요가 없는 잉여들이며 각본은 명백하게 실패했다. 그럼에도 기차게 뽑힌 비주얼을 생각하면 마음이 심란해진다.",1
그래 한국영화가 살아남는법은 뻔한신파극이나 수준낮은줄거리로 웃음터뜨리는법밖에 없음. 그게 잘먹히니까 개돼지마냥 재밌다고 그러지.. 영화보는 안목좀 기르시길.,0
명품연기와  끊임없는 웃음,1
그냥 첨부터 끝날때까지.웃으며봤어요정말유쾌한영화.안보신분은 한번 봐보세요..,1
완전 재밋게 봤어요!ㅋ,1
아무생각없이 웃고싶을때,1
처음으로 평점남긴다.,1
연기도 다잘하고 생각보다 너무웃기고 재밋엇다 !!ㅋㅋ,1
111분동안 웃엇습니다. 간만에 본 코미디의 띵작,1
꾸미지 않은 유쾌한 영화~~,1
웃기는 선과 진지한 선을 구분 잘해놨다이거 좀 많이 재밌는데? ㅋㅋㅋㅋ,1
진짜 계속 웃긴데ㅋㅋㅋ특히 공명은 마지막에 진짜 웃김ㅋㅋ그리고 진선규님은 그냥 웃기고ㅋㅋㅋ,1
소고기사준다햇을때 류승룡 한팀원이줄 ㅋㅋㅋ,1
욕설 도구사용하는 폭력성 빼면 십점,1
이런게 코미디지 간간히 웃기는게 아니라 올라운드 개우낌,1
유쾌 상쾌 통쾌 입니다~~~^^,1
ㅋㅋ헐리우드 감독진출 왜 실패햇는지 알게되는 영화다 스토리 개연성 개박살나고 멜로는 억지로 쳐넣다보니 지루함이 올라가고 ㅋㅋ,0
액션신은 좋았고 로맨스는 빼야했다,1
이렇게까지 웃어본 영화 지~인짜 오랜만인듯!!!!,1
진짜 재미있어요~~~,1
재미잌쎄봤습니다ㅋㅋ,1
오랜만에 영화보고 웃었다,1
물론 재밌지만 이렇게 빠르게 천만까지 올릴 영화라는 생각안 들지 않았고 가끔씩 너무 씬을 길게 끄는 느낌이 있어서 조금 지루한 감이 없지않아 있었어요,1
오락영화로는 끝내줌명절때 많이 보겠음!!!,1
ㅋㅋ정말 처음부터 끝까지 재밌게 잘 봤어요 ㅋㅋ:),1
정말 재밌게봤습니다 극추,1
뻔한대도 내가 웃고있네요,1
우하하~ 배꼽 류승룡 진선규 파이팅♥,1
이야 !!눈호강이에요!!,1
웃기긴한데 극장용은 아닌듯. 내려오거든 보셔도 됩니다잉,0
재밌어요 가족들이랑 보기 좋아요,1
기대했던만큼 재밌었어요!,1
방금 보고 나왔음 진선규 배우 ㅈㄴ짜 연기 잘하곸ㅋㅋ 결말이야 어차피 뻔하지만 한국 영화 특유의 억지 감동 없이 내내 웃겨서 좋았음,1
이배우들을 이렇게 가치를 떨어뜨리다니 난생처음 영화평이라는걸쓰는데 이런영화만든사람들그냥 은퇴해라,0
"갈비소스 양념통닭은 다르긴 다르구나. 정말, 웃기는 통닭이다.",1
"액션, 영상미 뛰어남. 그러나 결말이 이해 안 감. 러브스토리는 그럴 수 있지만 조직과 정권에 해로울 수 있는 특기대원들에게 청와대가 너무 너그러운 것 아닌가???",1
평이 안 좋아서 기대 안하고 봤는데 기대이상이었어요,1
간만에 소리내면서 마음껏 웃었네요~~^^소장각입니다~~♡♡♡♡캐릭터들 다 매력있어요~~,1
한치앞도 내다볼수있는영화입니다!,0
진짜 초반부터 후반까지 너무나 웃었네용ㅎㅎㅎ,1
교훈현질러는 이길수없다,0
단순한 구성이지만 배우들의 단단한 연기가 돋보였습니다. 유쾌하게 잘~ 봤어요.,1
개꿀잼! 액션이랑 코미디 좋아하시면 재밌음,1
이렇게 웃긴영화는 처음이네요 출연하는 모든 캐릭터가 찰떡같이 좋았어요,1
너무너무 재밌고 강추!,1
너무재미있습니다^^^,1
최근에 이렇게 웃긴 영화는 처음. 웃겨서 10점,1
갑자기 나온 러브라인과 긴장감 별로 없는 액션씬은 별로였지만 원작을 안 본 나로서는 괜찮았음,1
왠만하면..영화 재밌게 보는 편인데 내용도 이해안가고.. 그냥 배우들 점수만 줬습니다..ㅠㅠ,1
실망....10글자스라냐.,0
정말정말 재밌었습니다.,1
명절스트레스 날릴 수 있는 시간이었어요~진선규배우님 멋져요,1
"어르신 한 분이  나가실 때 딱 한마디 하셨습니다. ""염병, 내 돈....""",0
감독님의 인랑 덕후라는 거는 알겠다. 정말 충실하셨다. 강동원씨와 정우성씨는 여전히 카리스마 넘치고 김무열씨는 여전히 개성 넘치신다. 그러나 한효주씨는 미스였다고 생각한다. 통일은 온데 간데 없고 멜로만 남아있다. 감독님의 차기작은 멜로가 없기를 빈다,1
제발보세요존잼ㅋㅋㅋㅋ,1
보지마세요 진짜 영화 언제끝나나 그생각만ㅋㅋ,0
캐꿀잼초강추수원왕갈비통닭먹으러가자,1
좋은재료에 라면스프를 치면 라면이지 요리냐?,0
영화 제목처럼 극한의 재미를 느꼈어요!!!,1
"넷플렉스에 올라와서 봤는데 괜찮은데, 평점이 왜 이리 안좋죠?",1
진짜 재밌는거아니면 평소에도 잘안웃는데  영화관에서 계속 소리내서웃어서  부끄러울정도였음,1
이런영화가 천만돌파라니 ㅜㅜ 명절버프와 알바버프의 최대수혜자!!,0
안봤지만...댓글보고 무섭네요....,0
생각없이 유쾌하게 보기 좋아요,1
2번 봐도 안질린다♡ 이하늬 이뻐용,1
지금 영화 끝나고 엘리베이터 타고 내려가는데 계속 웃고들 있음,1
쓰1레기 영화 ㅂ2 중졸 정우성 ㅂ2,0
저 진짜 평점 안쓰거든요 이거는 안쓸수가 없어요 진짜 첨부터 끝까지 재밌어요 망설이시는 분들 그냥 이거보세요 완전 웃음폭탄,1
와우!! 1도 아깝다...,0
취향차이 인건가.. 스물 보면서도 그냥 피식피식 정도였는데 딱 그정도. 초반 그리고 마지막이 볼만했음. 영화 끝나고 어떤 커플이 도대체 누가 2시간 내내 웃었다는거야 하면서 말하는거 들었는데 나도 같은 생각을 ..ㅜ 기대가 너무 컸던가..ㅜㅜ,1
너무너무 재밋게봤어용,1
정말 오랜만에 휴가겸 영화를 봤는데 한참 웃었습니다ㅋㅋㅋ 탁월한 선택인듯!,1
가족끼리 봤는데 진짜 재밌어요 웃음장벽 높은데 진짜 웃김 ㅠ,1
웃으면서 오랜만에 부담없이 잘봤습니다,1
너무재밋었어요 ㅎㅎㅎ,1
기대안하고봤는데 진짜 재미있네요^^,1
미쳤다 진짜 억지웃음 자아내는데 도대제 웃음 코드가 초딩수준 이었습니다 뒤에 이어질 개그가 뻔한 내용이었고 영화를 무척 많이 보고 사랑하지만 36년만에 처음으로 잠이 들어버린 영화입니다 이럴수가... 이 영화가 평점과 관객수가ㅡㅡ,0
정말 최고의 코믹영화!!,1
계속 웃으면서 봤어요 ㅋㅋㅋ,1
좌파영화...영화에 정치적 목적 넣고 잘만들길 바랬냐,0
어머니랑봤는데 되게 좋아하시네요 ㅎㅎ,1
신라의달밤이후 젤웃은듯ㅎㅎ,1
난 재미있게봤다. 남산케이블카 영상미가 너무 예뻤다.,1
머리식히기 좋아요 ~!!!,1
그냥 웃기기만 할줄알았는데 의외로 통쾌한 액션도있네요.ㅎㅎㅎ 재미있게 봤습니다.진선규 배우는 정말 대발견이네요. 범죄도시가 좋은 배우발견해줬습니다. 꽃길만 걸으세요. 신하균 너무좋음 ㅎㅎ,1
영화보면서 잔잔하게 세번정도 웃었습니다. 개콘보고 웃음 안나는 분들이라면 웃음 기대하지마세요. 그냥 경찰나오는 한국영화 전형이었어요 ㅠㅠ 욕 많이 나오고 털털하고 터프한 여형사 나오는 흔한 한국영화,0
나만 당할수는 없자나~~~~,1
"개인적으론 형사스토리보다 통닭집 에피소드가 너무 재밌었는데, 형사가 아닌 다른직업으로 설정되었다면 어쩌면 더 재미있었지않을까싶습니다.  재미있게 봤어요!",1
"10점짜리 액션 , 0점짜리 각본.그럼에도 미션과 인랑중 고르라면 미션을 보겠음.인랑보고 열뻗쳐서 바로 다음 시간에 있는 미션 보고 오니 편안-",0
오랫만에 행복하게 해 주는 영화를 봤네요,1
영화보면서 이렇게 웃기는 처음이네요진짜ㅋㅋㅋㅋ,1
겉멋만 부리는 영화는 이제 그만...,0
영화는 대부분 슬픈거 중간에 끼고 울게 만드는게 뻔한 한국의 영화인데 이 편견을 깨준 영화 그리고 평점을 처음으로 쓰게 만들어준 영화,1
명절에 부담스럽지 않은 재밌는 코메디 영화보게되서 즐거웠네요,1
그냥 모든 장면이 다 재밌다,1
일본 애니를 기반으로 남북을 운운하다니 참...인랑 자체가 애니로도 이해하기 힘든 작품 중 하나인데 폭망 하나 추가요,0
차라리 멜로 영화라고하지 ....강철비는 멜로 없어서 손익 분기점은 넘겼는데,0
7월 마지막 수요일이라서 5천원에 엘포인트1000써서 4천원에 봤다 진짜 너무하다 액션 기대했는데 마녀보다 못하고 스토리도 완전 똥이고 강동원 국수는 잘먹더라 톰형이나 보는건데 그래도 싸게 보긴했지만 너무 실망스럽다진짜 안보는걸 추천드립니다 돈아까워ㅠ,0
재미있게 봤어요^^^,1
개인적으로 이동휘씨 광팬인데 제일 잘 웃길 수 있는 배우임에도 불구하고 비중이 적은 느낌ㅠㅠㅠ 하지만 정말 재밌게 봤어요~,1
너무재밋습니다 추천ㅋㅋ,1
중간에 쪼끔 루즈했으나 가볍게 웃을 수 있는 영화라 좋았다,1
제일 의문인게 10년뒤이야기인데 발전이 저렇게 없냐 10년뒤 이야기인데 슈트 디자인이 저렇게 구릴수가 있나,0
차라리 20년전에 나온 원작 애니가 낫더라....,0
그냥 함 봐요  후회는 없어요ㅎ,1
가볍게 웃으면서 보기 좋은영화^^,1
가볍게 즐기기에 좋았어여 ㅎ ㅎ,1
? 일단 SF장르라고 하지맙시다.. 국가망신인듯,0
빵 터지는 장면은 없지만 그래도 나름 볼만합니다,1
어떻게 이러실수 있어요 감독님..,0
개실망..갈수록 수준떨어지는 영화만  만들어요.,1
기대하고봐서 그런가 그냥그랬어요,1
잠 잘 잤다 개운하게 일어났슴.아내랑나랑 영화보고이렇게 개운함을 느끼긴처음임 . 감독에게감사.저 비싼배우들 데리고 이런허접것을 만듦에 박수를 보냄.,0
1점은 심했네요. 다만 오히려 덜 한국적이었으면 좋았겠고 불필요한 설명적 대사들을 덜어냈더라면 더 좋았겠다는 생각.,1
개욱김 ㅋㅋㅋ개잼 꿀잼 ㅋㅋㅋ,1
민호 쓸때부터 알아봤다.,0
배우들만 빵빵하고 뭔가 속은 빈 영화. 스트레스가 쌓이는 영화네요.,0
첨엔 좀 지루하기도 했다. 10점까지 줄 영화인가 싶다.,1
재미없는건 아니지만 9점대는 인간적으로 좀 심하지않나...?,0
뭔가 현정부에 도움이 안되서 그런거 아닌가 싶기도 전 엄청 재밌게 봤어요 다른 사람들 평가에 휘둘리지  않고 봤는데 잘한듯해요 의미도 있는 영화입니다,1
치킨 먹고싶어짐ㅋㅋㅋ,1
방금 친구들이랑 보고 왔는데 너무 재미있네욬ㅋ좋은 영화 감사합니다~~~,1
그래픽이 화려한것도 아니고 해외촬영도 아니고 유명배우 의존도 아니고 오직 개그 하나로만 승부한 극한직업 2000만 가즈아,1
나름 재밌었음 .. 최근 영화중 가장 재밌음,1
"도대체 왜 평점 테러를 당하는지 모르겠으나, 아주 재밌게 잘 봤습니다. 다들 연기도 잘하셨고요. 강배우님 혹시 서울말을 쓴다는 설정이라도 있었나요? 말투 전혀 문제없었고요, 항상 배우로서 여러가지 모습을 보여주셔서 감사합니다. 사랑합니다♥",1
개연성도 없고 주제도 없고 이유도 없음 그냥 내용만 늘어놓음,0
한국서 볼 수 없었던 액션영화!! 생각보다 아주 재미났어요!,1
진짜 너무 재미있는 영횐,1
재밌네요 빵빵터져요 영화내내 계속 웃게되네요,1
알바들이  자** 출신?,0
한국영화는 저물어 간다...,0
영화내용보다..만드과정에 점수를 두고싶어ㅓ요....,0
정우성 나보다 못생겼더라  뭔 개소리냐고jQuery22409474600854720512_1533113057195?영화가 개소리임,0
너무 재밌다 즐거웠어요,1
웃기는 했으나... 이렇게 인기있을 영화는 아닌듯 한데...신기하네요. 지루한 부분도 많았고 같이가서 본 엄마는 중간중간 주무셨어요. 코드가 확실해서 호불호가 갈릴 듯 하네요. 설연휴랑 홍보효과가 맞물려서 거품이 많은 듯 합니다.,0
사실은 0점주고 싶습니다.,0
굿~~~~^^너무 재미나요,1
최고 재밋는 영화 웃겨 죽는줄!,1
재밌게 잘 봤어요.  굿 ㅋㅋㅋ,1
2시간 내내 웃음보 터짐,1
리얼급이라는 얘기듣고 어이가 없어서 댓글단다..그래 10점짜리 영화는 아니지만 아무리 그래도 리얼급은 아니다..,1
인랑입니다!!!! 그래서뭐어쩌라고??,0
오래만에 검나 웃엇네..,1
최근 본 영화중에 젤 웃겨요!!!,1
지루할틈이 없는 재밌는영화 ^^,1
1월21일 9시 20분  미아 cgv 관람  영화 정말 더럽게 재미없습니다 관람 예정이신분은  잘 생각하고 선택하세요   댓글 알바  기레기들한테 속지 마시구요   정말 쓰레기 영화임  ip tv로도 돈주고 보기아까운 영화,0
어차피 사람마다 취향이 다르고 리얼조차 재밌엇다는 사람이있듯이 이영화는 호불호가 갈린다나는 돈주고본그때를후회한다 소재는 분명 평타이상은 칠수있엇다 그러나 뜸금포 전개 이상한대사톤 특히 섹터놈들 블랙팬서 부산할매 수준이다,0
재밋다  웃기다  편하다 !!,1
인랑 재미재미있어요.,1
원작을 보지않은 사람으로써 시대적인 배경을 설명할 때는 신선하다고 생각했지만 점점 망작이라는 생각이 들었다. 인랑 자체만 더 집중해서 다뤘다면 더 나은 영화였지 않았을까 생각했다. 로맨스가 너무나 맥락없고 어이없게 이어져 영화를 다 망쳐버렸다.,0
생각없이 편하게 웃으며 볼수 있는영화,1
초반에 나레이션을 깔아서 상황 설명을 장황하게 하더니 왜 영화는 스토리가 없음????   2시간이라는 러닝타임에 마블 영화는 주인공에 대한 설명+악당에 대한 설명+시청자가 인정할만한 명분+액션+로멘스+가족애 등 다 들어가고도 남던데,0
그럭저럭 재밋게봣어요,1
가족들이 다함께 보기 좋은영화!!간만에 빵삥터졌다,1
감독님~ 앞으로도 좋은 작품 많이 만들어주세요!,1
이거 10점 준놈들 댓글알바임 ㄹㅇ 보지마삼 리얼급 노잼.폭망 영화,0
애니메이션 인랑을 좋아하는 팬인데 도입부부터 설정붕괴에 오그라드는 장면만 가득하고 결말부분에 걸었던 기대감도 무너짐.. 인랑은 결국 인간이되었다,0
정말 재미있어요!!!!,1
후반부에  깡통로봇  맞짱은  진짜  너무 하더라....,0
이쯤되면 영화 내려야지 양심은 있냐,0
이걸 영화라고 만들었냐? 나참,0
처음으로 2번 본 영화 아무생각없이 웃을수 있어서 행복했습니다!,1
진짜.. 존잼이요ㅠㅠㅠ,1
대사들이 하나하나 웃김나름 현실적이기도하고 재밋어요,1
중반부까지 웃기다가 후반부터 늘어짐..글고 영화가 좀 오바떠는게 잇음. 공명 캐릭터는 좀아니엇다,1
웃기고 재밌어요 ㅋㅋㅋㅋ 웃다가 나왔습니다,1
별점 1는 알바다... 아쉽다...그래도 볼만은 하다.,1
좀비 넘 웃겨요.. 직업정신 투철 아주 잼나고 보는 내내 한참을 웃엇어요,1
진짜재밋었음ㅠㅜㅠㅠ캐릭터 다매력있어서 좋았다! 다들 연기 너무잘하시고 대사도 잘쓴듯,1
연기도 너무좋았고 많이 웃었어요,1
꿀잼 너무재미잇어요!!!,1
진짜 울엇다 너무웃김ㅋㅋ,1
걍  이게먼가싶다...  속고속이는 스토리가 정신읍다.  그나저나   김무열은  기관총을 계속맞고도  할말은다하고  죽질않아..  이게먼가싶다.,1
뭐야 왜이래ㅠ ....,0
시작부터 영화 끝날때까지 쉴틈없이 웃겼어요! 무거운내용이 아니라서 가볍게 볼 수 있어서 좋아요!,1
별점 8이상은 알바다. 보면 알꺼다.,0
많이 웃다가 시간이 갑니다.,1
아 시간 잘못보고 못봐서 다시예약함 ㅡㅡ,1
ㅋㅋㅋㅋ시작부터 끝까지 웃음이 끊이질 않았어요 완전 강추이하늬의 약간 어설픈 액션 연기와 이동휘의 항상 일관된 연기톤이 눈에 띄었지만 전체적으로는 아주 좋았음!!!,1
존잼 ㅋㅋ 첨부터끝까지 거의 모두 웃기다고 보면 될듯 ㅋㅋ,1
오랜만에  재밋게 본거 같아요~~,1
감독의 머리속을 들어갔다 나온것처럼 감독의 센스를 온전히 다 표현한 느낌이다. 이런게 배우를 다루는 감독의 역량이지.,1
지금까지 이런 영화는 없었따. 이병헌 감독님의 말장난은 역쉬!,1
꿀잼! 한번 더 보고싶다,1
재미있음쟈미있음재미잇음,1
페북에서 오지게 광고할때부터 알아봤다ㅋㅋㅋㅋ,0
약간스토리가 복잡햇지만 강동원끝내주게 잘생겻당 ㅎㅎ1번더 보면  이해할것같은뎀,1
와 말그대로 액션만 좋았다.,0
편향된 정치색과 정우성의 하드캐리,0
인랑 재밋었다. 이렇게 저평가받을영화는 아닌데.. 모두에게 재밋을순 없지만 배우들 이슈관련해서 평점테러하는 사람들도 분명히 있을터..  못됬다ㅜㅜ,1
영화보다 너무 웃어서 얼굴이 다 아프네요ㅋㅋㅋㅋ 정말 오랜만에 실컷웃었습니다,1
재미있었음강동원한테 빠짐 ㅍㅍㅠㅠ,1
최근에 본 영화 중 가장 임팩트 있음.. 일본소설 읽는 느낌이랄까? 스토리에 숨겨놓은 등장인물들간의 갈등이 좋았고 액션도 나쁘지 않음.  강동원은 신임 절대 안죽음 ㅋㅋ,1
이 영화를 보고 느낀 결론...요즘 관람객 평점은 그냥 인터넷 기사에 달린 쓰레기 댓글놀이. 촌철살인 컨테스트... 딱 그정도 놀이 이상 의미가 없는 수준임을 알았음.,1
뜬금 감동 뜬금 진지 없이 앞뒤다웃겨서 좋았어요,1
진짜 재밌었어요 처음부터 끝까지 웃다 왔네요ㅎㅎㅎ 진짜 강추합니당,1
ㄹㅇ개꿀잼 꼭 보세요~~~ 나중에 한번 더봐야지 ㅎㅎ 진선규가 젤 맘에 듬,1
잘잤습니다 피로가풀리네요,0
하루에백만명씩보네.. .헐....명량깨는거아니냐?,1
웃다가 숨 넘어가네요..너무 웃겼어요,1
“극한직업” 영화 보는 내내 배꼽빠지게 웃었어요!!!!^^이병헌 감독님!! 최고!!!배우분들 케미가 너무 짱이에요!!!^^,1
가족과 다함께 보았던 즐겁고 유쾌한 액션영화는 정말 오래간만이네요.,1
진짜 웃음이 끊이지 않네요 가족과 함께 즐겁게 볼 수있어요,1
넘 재밌게봤어용ㅋㅋㅋ,1
돈이 아까움쓰레기 영화,0
류승룡 진짜 연기잘한다ㅋㅋ내가 여태껏 본 영화중에 제일 웃긴영화가 토르3였는데 솔직히 그거보다 웃겼다,1
보는동안 헛웃음만 나오게 했던 영화...,0
최광희 평론가님 덕분에 재밌게 봤습니다,1
영화는 각자 취향이죠  별점 테러할 정도는 아닌데 직접 보세요 저는 재밌게 봤네요,1
신하균이랑 오정세는 연기를 잘하는 배우였다.근데 난 웃긴건 이거보다 완벽한 타인이 더 웃겼음!,1
스토리재미없고 무슨 뻔한 로맨스,0
방금 보고나왔는데 쫀잼이야ㅠㅠ영화평점첨달아봄 흥행할만함,1
"강동원, 정우성 각각 별1개씩해서 별 2개. 두 배우의 액션 빼고는 아무것도 없는 영화. 강동원과 한효주 만나는 씬에서 부터 '아, 이건 아니구나' 싶었다. 리얼 이후 최악의 영화",0
이거 재미없다고 하는사람 최소 우울증진짜 웃다가 똥쌀뻔 지인이 이영화 안봤다고 같이한번 더보자그래도 내돈주고 한번더 볼의향있음,1
진짜 영화관에서 보기 아까움시간 돈 낭비킬링타임용인데 그것도 영....,0
억지 웃음. 낚인 영화. 배우들이 아까운 영화,0
처음부터 끝까지 안 웃긴 부분이 없음,1
진짜 올해 영화중 제일 재밋어요 ㅋㅋ 지루할 틈 1도없음!!역시 믿고보는 배우들,1
하도 혹평  일색이라 기대 없이 봤는데 ~~ 뭐 생각보다 볼만했음!!,1
완전엔돌핀도는 영화.흥행할만해요,1
보기힘들어 잠들면총소리때문 깸보는 내내 고문당하는 느낌,0
"재미있게 보고 왔습니다 ㅎㅎ 영화관에서 웃으면서 눈물 나오긴 처음이네요 ㅎㅎㅎ 조금 아쉬운 부분은 웃기긴 했지만, 전체적으로 개연성이 살짝 떨어지고, 아쉬운 부분이 조금씩은 있습니다. 하지만 생각없이 웃기기엔 최고!",1
졸잼ㅇㅇ 꼭보세요!!!,1
그냥 평범한 영화인데 별점 테러 하는애들이 꼴뵈기 싫어서 10점 준다 그래야 좀 평균이 맞겠지,1
엄마랑 설에 웃으면서 기분좋게 봣습니다,1
"시기 잘 탔고..CJ에서..CGV에 맘만 먹으면 천만 만들기 쉬운 영화..대목인 설연휴..지금 볼게 너무없다..온가족,친척들이 다같이가서 웃으며 보기 좋은 영화",1
지금까지 이런 영화는 없었다. 이것은 코미디인가 영화인가!처음부터 끝까지 웃음을 떼놓을 수 없는 몰입감,1
와 최악의 영화 돈 엄청 아까움 ㅋ,0
되도안한 영화로 극장 독점좀 하지마라,0
이 영화 한 번만 보세요 두번 이상 보면 배에 근육 생깁니다. 저 지금 배가 왜 아픈가 봤더니 이 영화 보고 난 이후네요 ㅋ 진짜 주연부터 단역까지 개그 코드 대박입니다.,1
쉴 새 없이 웃깁니다ㅋㅋㅋ모든 배우들의 열연과 개성있는 캐릭터가 좋았어요. 구정에 부모님 모시고 한 번 더 보러 가고 싶은 영화입니다. 연출부터 복선 음향들까지 다 너무 좋았어요 강추입니다!!!,1
아니 그 많던 10점 평점들 하루 사이에 다 어디갔음? ㅋㅋㅋㅋ,0
"이게 진짜 합리적인 평점 무난하고 웃기는요소도 있었지만, 그정도다 6점이 무난해보일듯 10점, 1점은 신빙성이 없어 왠지",1
정말 후기 안남기는데 진짜 재밌네요,1
꿀잼 처음부터 끝까지 뽱뽱 터졋로요♡,1
재미나게 잘 웃을수 영화네요. 시간이 훅 갔어요.,1
배우는 좋은데 ㅜㅜ 걍 킬탐,0
재밌어용 눈물 닦으면서 봤어용ㅋㅋ,1
시나리오의 악마를 보았다... 2점짜리 혹평이 알바가 아니었다는 것을 증명하게 해준 영화,0
진짜 아무생각없이 웃기에 딱!! 2019년판 베테랑이 나왔네요ㅋㅋ 웃기도 많이 웃고 액션신도 멋지고 배우들 케미가 장난아닌듯합니다 무조건 보세요,1
평론가들 평점안남기노 평점줄가치도없단건가 ?,0
첨부터 끝까지 재미있었음 ㅋ ㅋ ㅋ ㅋ,1
기대를 너무 했나봅니다. 그렇게 재밌지 않네요 억지웃음과 과한 설정에 보기 좋진 않았네요,1
최근 5년간 본 한국영화 중에 제일 많이 웃었다,1
진짜 네이버 후기 재밌다고해서 가서 보면 재미없을때도 많았는데 이건 배아프게 웃었어요 꼬옥 보세요,1
배달의민족 떡상각 ㅋㅋㅋ,1
진선규 꿀잼꿀잼꿀쟘꿀재,1
계속 웃으면 봤습니다.. 왕갈비통닭은 직접 만들어 먹어보고싶은..ㅋㅋㅋ,1
대박 존잼 꿀잼 리얼 국가대표 유도선수에  이동휘는 udt/특전사 류승룡은 좀비형사 이하늬는 무에타이 국가대표 선수 정말 반전이네요 존잼 꿀잼ㅎㅎ,1
너무웃어서 지루함이없어요,1
보통 영화라치면 장르가 구분이 된다액션이면 액션 멜로면 멜로이건 뭔지 모르겠다 대체처음 5분 설명충은 뭐고 세력싸움설정은 왜한건지 모르겠다 연관도 없는데 뜬금 키스신이 있질않나 어휴,0
킬링타임굳 별생각없이봤는데 잘웃다가갑니다.,1
존x 울었다. 배가 아프다. 웃다가 눈물나긴 오랜만이네~,1
재미있게 봤어요류승룡짱 이었어요,1
너무 재미있었어요 ㅋㅋㅋㅋ,1
재미잇음 전체적으로 후회 안함 봐도 ㅋㅋ,1
억지로 웃기려던 장면이 많았다 웃음코드가 진짜 안맞았음... 가족끼리 갔는데 엄마랑 나만 한 번도 안웃고... 몸개그나 유치한 개그 안웃긴 사람은 가지 마시길,0
올해 역대급 코믹 영화!,1
